tweet,date
,2020-10-07
,2020-10-06
repeatability overrated,2020-10-06
,2020-10-06
yes stdstring worried le plenty easy workarounds c,2020-10-06
unfortunately stdfunction needed data member assigned one two unspecified type,2020-10-06
sorry answered first cup coffee constexprble stdfunction constexprble,2020-10-06
yes,2020-10-06
popularise usage part business speak,2020-10-05
indeed faster distraction people actually want working towards sooner subtly hugely different,2020-10-05
would recommend driving ferrari park kph question perception really important many orgs probably experience vection illusion movementprogress,2020-10-05
,2020-10-05
yes continuous delivery never continuous discrete shorter interval past wish discreet,2020-10-05
difference speed velocity direction organisation claim prioritise focus feature delivery velocity actually heading speed wrong direction,2020-10-05
,2020-10-05
,2020-10-04
whoa look like incorrectly accumulated offbyone error possibly toctou combination liking unliking reliking,2020-10-04
,2020-10-03
,2020-10-02
tech,2020-10-02
tech came conversation detail dont recall,2020-10-02
,2020-10-01
schl qaguy,2020-10-01
,2020-10-01
oh dear,2020-10-01
phew make lot sense,2020-10-01
nice,2020-10-01
yeah calling one correctly reminiscent plugging classic usb cable right way,2020-10-01
function taking boolean argument normally problem solved rather solution however sometimes even straight boolean would improvement although enum still better solution case,2020-10-01
,2020-10-01
literally priceless,2020-10-01
fahller nice,2020-10-01
,2020-10-01
,2020-10-01
,2020-10-01
,2020-10-01
,2020-10-01
,2020-10-01
good way putting,2020-09-30
,2020-09-30
zameth let know need tip,2020-09-29
put another way incorrectly insist using convention incorrectly,2020-09-29
fun never end,2020-09-29
yup hour clock outdated errorprone system simplest solution hour clock insist using least make effort learn,2020-09-29
indeed think worth understanding basis principle guideline oo solid really form part body practice knowledge,2020-09-29
fns,2020-09-29
name address etc,2020-09-29
,2020-09-29
fns oh yes recall time saved team two week wasted reinvention development effort lifetime bug support call spending half day getting date time dst time zone info needed via existing api,2020-09-29
thats tenet worth exploring,2020-09-29
truth,2020-09-29
outsider picked former sense,2020-09-29
yes leading zero quirk whose specific origin unclear seems largely u affectation dont know started dont believe digital watch clock blame generally got bit right,2020-09-29
thing make hour convention hard lack knowledge rather essential complexity anglophone world people often assume know illusion knowledge,2020-09-29
yup dont get started mention number sic workshop particularly code example include number domain term still folk use something like int long experience problem promised,2020-09-29
also applies name telephone number address,2020-09-29
think worth spending least much time training reminding senior developer confer immunity developer date time quirk representation integer floatingpoint number,2020-09-29
saw pm web page although spirited attempt marry hour clock thats legit time date time handling tough isnt one hard bit although clearly blind spot,2020-09-29
,2020-09-29
,2020-09-29
lispp,2020-09-28
,2020-09-28
,2020-09-28
yes,2020-09-28
dunno beet hoven,2020-09-28
,2020-09-27
b,2020-09-27
b see minute,2020-09-27
,2020-09-27
,2020-09-27
,2020-09-26
thats quite score mustve quite lot treble looking,2020-09-26
move house,2020-09-26
firmly silently socialdistancingly shove coat chriss direction,2020-09-26
ill get coat,2020-09-26
plus side show someone taking care one pet peeve using plural ending singular item possibly one simplest problem solve programming developer either overlook think,2020-09-26
,2020-09-26
,2020-09-25
,2020-09-25
still place available next week confirmed course architecture agility,2020-09-25
mostly yes specifically day kinda ive number online conference,2020-09-25
would booleantoboolean converter would come context programmer dozen,2020-09-25
,2020-09-24
,2020-09-24
undefined,2020-09-24
oopsla thanks reminding got still find best way describe dysfunction,2020-09-24
given selling connector apple way really missed trick,2020-09-23
thats thats almost retro surface book usb c classic instead hdmi ethernet,2020-09-23
kinda take u usb,2020-09-23
,2020-09-23
like choosing return website one logged number day arbitrarily user pov ask login without given indication previous visit long left,2020-09-23
,2020-09-23
mathematical first appears,2020-09-23
,2020-09-23
cummins human would anything see possible put large switch cave somewhere sign saying endoftheworld switch please touch paint wouldnt even time dry terry pratchett,2020-09-23
come fruitbased humour delivery dry,2020-09-23
,2020-09-23
people include exception exception name abstract abstract class name interface name c class name,2020-09-23
invidian yup,2020-09-23
prompt particular observation reading something patreon pressed like couldnt id logged dont need confirm identity show top rh corner thats weve already got problem,2020-09-22
,2020-09-22
,2020-09-22
im sure thats case time scale talking quite different,2020-09-22
tend compose order week month find additional login stumbling block annoyance unsuited usage sound like configurable cf one click,2020-09-22
good shouldnt placing order make sense let compose order halfloggedin state supposed address problem leaving unlocked screen lying around perhaps better way solving,2020-09-22
similarly arbitrarily forcing people log back without giving sense need advance another design blindspot like borrowing library book without due date stamp changing date give user information need usage,2020-09-22
trend website kinda logged really state user icon shown see stream try something get ha ha surprise youre actually logged please log ux failure feature,2020-09-22
,2020-09-22
look like twitter profile theyre shared public error screen see also,2020-09-22
,2020-09-22
,2020-09-22
std solution problem makebeer,2020-09-21
youre still using free delete eric didnt unreconstructed c programmer,2020-09-21
,2020-09-21
,2020-09-21
suspect allows better access subg environment probably relatively easy feature provide already feature probably easy keep,2020-09-21
feature common platform,2020-09-21
,2020-09-21
grimm find gallery view team poor doesnt adapt clearly rising number doesnt relative ease use zoom,2020-09-21
yes story skype sad sorry tale,2020-09-21
seems bar low someone trip,2020-09-21
sigh every time use microsoft team cisco webex im reminded zoom successful,2020-09-21
matthieu,2020-09-20
week instragram bristol,2020-09-19
finished rereading start finish loved artwork story foreshadowing emotion character thank cant wait book two,2020-09-19
kulinski lukasik,2020-09-18
,2020-09-18
feijoada farofa e undefined,2020-09-18
prepandemic,2020-09-17
thats important part context closed open system development control b relationship another factor nature change eg even first approximation semantic versioning highlight three distinct category,2020-09-17
